Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
6000,0.68587255,0.00026700302,1.3682983,-1.0001999747473747,-1.0001999747328227,4922.0
7000,0.6857602,0.000261003,1.3766497,None,None,None
8000,0.6857602,0.00025500305,1.3766497,None,None,None
9000,0.6857602,0.00024900303,1.3766497,None,None,None
10000,0.6857602,0.00024300304,1.3766497,None,None,None
11000,0.6913039,0.00023700304,1.2513479,-0.9999999747378752,-0.9999999747378752,4922.0
12000,0.69314283,0.00023100304,1.2003108,None,None,None
13000,0.69314283,0.00022500305,1.200311,None,None,None
14000,0.69314283,0.00021900305,1.2003108,None,None,None
15000,0.69314283,0.00021300303,1.2003108,None,None,None
16000,0.69306165,0.00020700306,1.1979212,-0.9999999747378752,-0.9999999747378752,4922.0
17000,0.69314283,0.00020100304,1.2003108,None,None,None
18000,0.69314283,0.00019500304,1.200311,None,None,None
19000,0.69314283,0.00018900307,1.2003108,None,None,None
20000,0.69314283,0.00018300307,1.2003108,None,None,None
21000,0.69111246,0.00017700305,1.1410167,-0.9999999747378752,-0.9999999747378752,4922.0
22000,0.68911827,0.00017100308,1.0729856,None,None,None
23000,0.68911827,0.00016500306,1.0729855,None,None,None
24000,0.68911827,0.00015900306,1.0729856,None,None,None
25000,0.68911827,0.00015300307,1.0729856,None,None,None
26000,0.6888095,0.00014700307,1.0789368,-0.9999999747378752,-0.9999999747378752,4922.0
27000,0.68911827,0.00014100307,1.0729856,None,None,None
28000,0.68911827,0.00013500307,1.0729855,None,None,None
29000,0.68911827,0.00012900308,1.0729856,None,None,None
30000,0.68911827,0.00012300308,1.0729856,None,None,None
31000,0.6896345,0.000117003074,1.0453203,-0.9999999747378752,-0.9999999747378752,4922.0
32000,0.6928386,0.00011100308,0.9182467,None,None,None
33000,0.6928386,0.000105003084,0.9182465,None,None,None
34000,0.6928386,9.9003075e-05,0.9182467,None,None,None
35000,0.6928386,9.300308e-05,0.9182467,None,None,None
36000,0.69262475,8.700309e-05,0.917261,-0.9999999747378752,-0.9999999747378752,4922.0
37000,0.6928386,8.100308e-05,0.9182467,None,None,None
38000,0.6928386,7.500309e-05,0.9182465,None,None,None
39000,0.6928386,6.9003094e-05,0.9182467,None,None,None
40000,0.6928386,6.300309e-05,0.9182467,None,None,None
41000,0.6926327,5.700309e-05,0.91585207,-0.9999999747378752,-0.9999999747378752,4922.0
42000,0.69074315,5.100309e-05,0.8279114,None,None,None
43000,0.6906716,4.5003093e-05,0.821889,None,None,None
44000,0.6906716,3.90031e-05,0.821889,None,None,None
45000,0.6906716,3.30031e-05,0.821889,None,None,None
46000,0.69033706,2.7003098e-05,0.8136117,-0.9999999747378752,-0.9999999747378752,4922.0
47000,0.6906716,2.1003103e-05,0.821889,None,None,None
48000,0.6906716,1.5003103e-05,0.821889,None,None,None
49000,0.6906716,9.003104e-06,0.821889,None,None,None
50000,0.6906716,3.003107e-06,0.821889,None,None,None
